ID	seqnames	start	strand	Condition_Count	Gene_Name	Gene_Biotype	annotation	RBP_Num	miRNA_Num	SplicingSite_Num	SNP_Num	Cell_Line	Cell_Line_Num	Technique	Technique_Num	Quantification
m6A_Rnor6_2286	chr16	8204993	-	1	Dph3	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2287	chr16	14370959	-	1	LOC290595	protein_coding	Intergenic	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_2288	chr16	14371037	-	1	LOC290595	protein_coding	Intergenic	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	0
m6A_Rnor6_2289	chr16	14371355	-	1	LOC290595	protein_coding	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_229	chr1	219843369	+	1	Pc	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2290	chr16	14373640	-	2	Ghitm	protein_coding	Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_2291	chr16	14378397	-	1	Ghitm	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2292	chr16	18380044	-	1		processed_pseudogene	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_2293	chr16	18842957	-	1	Sin3b	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2294	chr16	18857645	-	1	Sin3b	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2295	chr16	19305636	-	1	Fam32a	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2296	chr16	19770384	-	1	Nr2f6	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2297	chr16	19906659	-	1	Plvap	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2298	chr16	19914593	-	1	Plvap	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2299	chr16	19915105	-	1	Plvap	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_23	chr1	32221913	+	1	Slc6a18	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_230	chr1	219856373	+	1	Pc	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2300	chr16	19942093	-	1	Bst2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2301	chr16	20485699	-	1	Jund	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2302	chr16	20532679	-	1	Mk1	protein_coding	5'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2303	chr16	20845713	-	1	Gdf1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2304	chr16	21083672	-	1	Hapln4	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2305	chr16	22338004	-	1	Atp6v1b2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2306	chr16	22617530	-	2	Ints10	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_2307	chr16	22634976	-	1	Ints10	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2308	chr16	32738804	-	1	Mfap3l	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2309	chr16	32832407	-	1	Aadat	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_231	chr1	219857241	+	2	Pc	protein_coding	Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_2310	chr16	37131948	-	1	Fbxo8	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2311	chr16	41225542	-	1	Aga	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2312	chr16	47866230	-	1	Rwdd4	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2313	chr16	48938844	-	1	Acsl1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2314	chr16	48939104	-	1	Acsl1	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2315	chr16	49627357	-	1	Sorbs2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2316	chr16	50380025	-	1	Fat1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2317	chr16	50386900	-	1	Fat1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2318	chr16	54042326	-	1	Pcm1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2319	chr16	54058911	-	1	Pcm1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_232	chr1	220244732	+	1	mrpl11	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2320	chr16	60417991	-	1	Ppp1r3b	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2321	chr16	60418792	-	1	Ppp1r3b	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2322	chr16	61735617	-	2	Saraf	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_2323	chr16	61737502	-	1	Saraf	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2324	chr16	62114460	-	1	Gtf2e2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2325	chr16	62281250	-	1	Ppp2cb	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2326	chr16	69164752	-	1	Plpbp	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2327	chr16	69164766	-	1	Plpbp	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2328	chr16	69181087	-	1	Erlin2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2329	chr16	69181556	-	1	Erlin2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_233	chr1	220473962	+	1	Yif1a	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2330	chr16	69181984	-	3	Erlin2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain;Kidney;Liver	3	m6A-REF-seq	1	1
m6A_Rnor6_2331	chr16	71121841	-	1	Plpp5	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2332	chr16	73374416	-	1	Sfrp1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2333	chr16	73944790	-	1	Kat6a	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2334	chr16	74098870	-	1	Plat	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2335	chr16	74318491	-	1	Slc20a2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2336	chr16	74318531	-	3	Slc20a2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain;Kidney;Liver	3	m6A-REF-seq	1	1
m6A_Rnor6_2337	chr16	74318605	-	2	Slc20a2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_2338	chr16	74350144	-	1	Slc20a2	protein_coding	5'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2339	chr16	74468114	-	1	Mrps31	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_234	chr1	220750277	+	1	Eif1ad	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2340	chr16	74857942	-	1	Alg11	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2341	chr16	75874448	-	2		protein_coding	Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_2342	chr16	81218006	-	1	Gas6	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2343	chr16	81690852	-	1	Lamp1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2344	chr16	81786894	-	2	Proz	protein_coding	Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_2345	chr16	81793393	-	1	Proz	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2346	chr16	81803570	-	1	F10	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2347	chr16	81825103	-	1	F7	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2348	chr16	81840900	-	1	Mcf2l	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2349	chr16	81851271	-	1	Mcf2l	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_235	chr1	220949660	+	1	Ap5b1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2350	chr16	81863958	-	1	Mcf2l	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2351	chr16	81991967	-	1	Atp11a	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2352	chr16	81992575	-	1	Atp11a	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2353	chr16	81992627	-	1	Atp11a	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2354	chr16	81993469	-	1	Atp11a	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2355	chr16	81994143	-	1	Atp11a	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2356	chr16	83016903	-	1	Arhgef7	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2357	chr16	83326372	-	1	Naxd	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2358	chr16	83326423	-	1	Naxd	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2359	chr16	83397384	-	1	Col4a2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_236	chr1	221002480	+	1	Rela	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2360	chr16	83427072	-	1	Col4a2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2361	chr17	4847528	+	1	Gas1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2362	chr17	5293138	+	1	Isca1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2363	chr17	5383222	+	1	Golm1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2364	chr17	5587862	+	1	Agtpbp1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2365	chr17	5589551	+	1	Agtpbp1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2366	chr17	5614125	+	1	Agtpbp1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2367	chr17	6860347	+	1	Ubqln1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2368	chr17	6877021	+	1	Ubqln1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2369	chr17	6878651	+	1	Ubqln1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_237	chr1	221115497	+	1	Ltbp3	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_2370	chr17	6911830	+	1	LOC681410	protein_coding	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_2371	chr17	9334768	+	2	Macroh2a1	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_2372	chr17	9334846	+	1	Macroh2a1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2373	chr17	9344012	+	3	Macroh2a1	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney;Liver	3	m6A-REF-seq	1	1
m6A_Rnor6_2374	chr17	9596531	+	1	Fam193b	protein_coding	Intron	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_2375	chr17	9624116	+	1	Fam193b	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2376	chr17	9624139	+	1	Fam193b	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2377	chr17	9742187	+	1	F12	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2378	chr17	9838674	+	1	Mxd3	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2379	chr17	9839024	+	1	Mxd3	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_238	chr1	221244529	+	1	Slc25a45	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2380	chr17	10469860	+	1	Rnf44	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2381	chr17	10471933	+	1	Rnf44	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2382	chr17	10549483	+	1	Cltb	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2383	chr17	10591347	+	1	LOC306766	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2384	chr17	11894808	+	2	Sptlc1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_2385	chr17	12275670	+	1	Nfil3	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2386	chr17	12763709	+	1	Diras2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2387	chr17	12764055	+	1	Diras2	protein_coding	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_2388	chr17	12766444	+	1	Diras2	protein_coding	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_2389	chr17	14608559	+	1	LOC689569	protein_coding	Intergenic	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_239	chr1	221665552	+	1	Ehd1	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2390	chr17	15656682	+	1	LOC100361933	processed_pseudogene	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2391	chr17	15999656	+	1	Wnk2	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2392	chr17	16160217	+	2	Fam120a	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_2393	chr17	17986534	+	1	Dek	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2394	chr17	17987025	+	1	Dek	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2395	chr17	18296925	+	1	Kif13a	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2396	chr17	20182199	+	2	Dtnbp1	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_2397	chr17	23177786	+	1	Nedd9	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2398	chr17	26504585	+	1	Slc35b3	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2399	chr17	26504661	+	1	Slc35b3	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_24	chr1	35319586	+	2	Ice1	protein_coding	Intergenic	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	0
m6A_Rnor6_240	chr1	221666057	+	1	Ehd1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2400	chr17	26952918	+	1	Txndc5	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2401	chr17	26953224	+	1	Txndc5	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2402	chr17	30572138	+	1	Eci3	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2403	chr17	31401374	+	1	Slc22a23	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2404	chr17	31443726	+	1	Tubb2b	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2405	chr17	31497751	+	1	Tubb2a	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2406	chr17	31497978	+	1	Tubb2a	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2407	chr17	35509706	+	1	LOC103689971	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_2408	chr17	41815844	+	1	Nrsn1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2409	chr17	42156655	+	1	Aldh5a1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_241	chr1	221724094	+	1	Map4k2	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2410	chr17	42158471	+	1	Aldh5a1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2411	chr17	49717290	+	1	Rala	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2412	chr17	54218658	+	1	Kif5b	protein_coding	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_2413	chr17	58023908	+	1	Wdr37	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2414	chr17	63314486	+	1	Larp4b	protein_coding	Intergenic	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_2415	chr17	68482189	+	1	Pitrm1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2416	chr17	69379574	+	1	Akr1e2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2417	chr17	69596988	+	1	Akr1c12l1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2418	chr17	69596996	+	1	Akr1c12l1	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2419	chr17	69647643	+	1	Akr1c13	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_242	chr1	221740155	+	1	Sf1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2420	chr17	70016434	+	1	Net1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2421	chr17	70436762	+	1	Fbh1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2422	chr17	70711591	+	1	Pfkfb3	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2423	chr17	72176731	+	1	Itih2	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_2424	chr17	72219616	+	2	Atp5f1c	protein_coding	Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_2425	chr17	72227846	+	1	Atp5f1c	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2426	chr17	76431466	+	2	Cdc123	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_2427	chr17	80311219	+	1	Pter	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2428	chr17	80887656	+	1	Vim	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2429	chr17	83613426	+	1	Plxdc2	protein_coding	Intergenic	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_243	chr1	221744186	+	2	Sf1	protein_coding	Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_2430	chr17	84900361	+	1	Mllt10	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2431	chr17	87680275	+	2	Etl4	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_2432	chr17	88215830	+	1	Gpr158	protein_coding	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_2433	chr17	90695921	+	1	Gpr137b	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2434	chr17	90701116	+	1	Gpr137b	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2435	chr17	90703587	+	1	Gpr137b	protein_coding	Intron	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_2436	chr17	1815002	-	1	Prxl2c	protein_coding	Intron	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_2437	chr17	1873199	-	1	Ctsl	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2438	chr17	4337089	-	2	Dapk1	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_2439	chr17	4337114	-	1	Dapk1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_244	chr1	221864974	+	1	Nrxn2	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2440	chr17	4338065	-	1	Dapk1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2441	chr17	6115222	-	1	Ntrk2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2442	chr17	6115288	-	1	Ntrk2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2443	chr17	6117243	-	1	Ntrk2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2444	chr17	6187156	-	1	Ntrk2	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_2445	chr17	7606639	-	1	LOC102549506	lincRNA	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2446	chr17	8578345	-	1	Slc25a48	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2447	chr17	8578357	-	1	Slc25a48	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_2448	chr17	9454453	-	1	RGD1566359	protein_coding	Intergenic	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	0
m6A_Rnor6_2449	chr17	9454668	-	1	RGD1566359	protein_coding	Intergenic	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_245	chr1	224815967	+	2	Slc22a8	protein_coding	Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_2450	chr17	9455908	-	1	RGD1566359	protein_coding	Intergenic	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
