TranscriptID,Position,Class,,,
ENST00000282587,3632,-1,,,
ENST00000282587,3747,-1,,,
ENST00000282587,3892,-1,,,
ENST00000282587,4075,-1,,,
ENST00000282587,4383,-1,,,
ENST00000282587,4394,-1,,,
ENST00000282587,4638,-1,,,
ENST00000282587,4692,-1,,,
ENST00000282587,4777,-1,,,
ENST00000282587,604,-1,,,
ENST00000282587,720,-1,,,
ENST00000282587,892,-1,,,
ENST00000282884,1087,-1,,,
ENST00000282884,1240,-1,,,
ENST00000282884,1295,-1,,,
ENST00000282884,1536,-1,,,
ENST00000282884,1549,-1,,,
ENST00000282884,1607,-1,,,
ENST00000282884,1972,-1,,,
ENST00000282884,205,-1,,,
ENST00000282884,306,-1,,,
ENST00000282884,527,-1,,,
ENST00000282884,694,-1,,,
ENST00000282884,891,-1,,,
ENST00000282884,932,-1,,,
ENST00000283033,1036,-1,,,
ENST00000283033,1477,-1,,,
ENST00000283033,1637,-1,,,
ENST00000283033,1841,-1,,,
ENST00000283033,1883,-1,,,
ENST00000283033,2188,-1,,,
ENST00000283033,2271,-1,,,
ENST00000283033,240,-1,,,
ENST00000283033,2493,-1,,,
ENST00000283033,2575,-1,,,
ENST00000283033,3021,-1,,,
ENST00000283033,3025,-1,,,
ENST00000283033,639,-1,,,
ENST00000283033,651,-1,,,
ENST00000283033,670,-1,,,
ENST00000283033,724,-1,,,
ENST00000283033,953,-1,,,
ENST00000283147,1637,-1,,,
ENST00000283147,1801,-1,,,
ENST00000283147,1809,-1,,,
ENST00000283147,1853,-1,,,
ENST00000283147,19,-1,,,
ENST00000283147,1956,-1,,,
ENST00000283147,2143,-1,,,
ENST00000283147,2378,-1,,,
ENST00000283147,2482,-1,,,
ENST00000283147,65,-1,,,
ENST00000283147,970,-1,,,
ENST00000283351,1030,-1,,,
ENST00000283351,172,-1,,,
ENST00000283351,1869,-1,,,
ENST00000283351,1924,-1,,,
ENST00000283351,2235,-1,,,
ENST00000283351,2549,-1,,,
ENST00000283351,2595,-1,,,
ENST00000283351,2736,-1,,,
ENST00000283351,2887,-1,,,
ENST00000283351,2993,-1,,,
ENST00000283351,33,-1,,,
ENST00000283351,3398,-1,,,
ENST00000283351,3540,-1,,,
ENST00000283351,3764,-1,,,
ENST00000283351,4217,-1,,,
ENST00000283351,4402,-1,,,
ENST00000283351,4452,-1,,,
ENST00000283351,4467,-1,,,
ENST00000283351,4574,-1,,,
ENST00000283351,4644,-1,,,
ENST00000283351,5123,-1,,,
ENST00000283351,5626,-1,,,
ENST00000283351,5799,-1,,,
ENST00000283351,6087,-1,,,
ENST00000283629,1259,-1,,,
ENST00000283629,1270,-1,,,
ENST00000283629,1413,-1,,,
ENST00000283629,1426,-1,,,
ENST00000283629,1647,-1,,,
ENST00000283629,1669,-1,,,
ENST00000283629,1691,-1,,,
ENST00000283629,2770,-1,,,
ENST00000283629,3068,-1,,,
ENST00000283629,3181,-1,,,
ENST00000283629,3412,-1,,,
ENST00000283629,3462,-1,,,
ENST00000283629,3618,-1,,,
ENST00000283629,3798,-1,,,
ENST00000283629,409,-1,,,
ENST00000283629,761,-1,,,
ENST00000283875,101,-1,,,
ENST00000283875,1271,-1,,,
ENST00000283875,1400,-1,,,
ENST00000283875,1560,-1,,,
ENST00000283875,212,-1,,,
ENST00000283875,2395,-1,,,
ENST00000283875,2566,-1,,,
ENST00000283875,2849,-1,,,
ENST00000283875,2990,-1,,,
ENST00000283875,411,-1,,,
ENST00000283875,749,-1,,,
ENST00000283943,1252,-1,,,
ENST00000283943,1593,-1,,,
ENST00000283943,1835,-1,,,
ENST00000283943,1873,-1,,,
ENST00000283943,2013,-1,,,
ENST00000283943,235,-1,,,
ENST00000283943,2357,-1,,,
ENST00000283943,2449,-1,,,
ENST00000283943,2515,-1,,,
ENST00000283943,2553,-1,,,
ENST00000283943,2576,-1,,,
ENST00000283943,2666,-1,,,
ENST00000283943,2732,-1,,,
ENST00000283943,2744,-1,,,
ENST00000283943,28,-1,,,
ENST00000283943,3000,-1,,,
ENST00000283943,3069,-1,,,
ENST00000283943,3253,-1,,,
ENST00000283943,3563,-1,,,
ENST00000283943,379,-1,,,
ENST00000283943,4048,-1,,,
ENST00000283943,4376,-1,,,
ENST00000283943,4455,-1,,,
ENST00000283943,4704,-1,,,
ENST00000283943,4788,-1,,,
ENST00000283943,5002,-1,,,
ENST00000283943,5102,-1,,,
ENST00000283943,5462,-1,,,
ENST00000283943,5552,-1,,,
ENST00000283943,5588,-1,,,
ENST00000283943,5854,-1,,,
ENST00000283943,5934,-1,,,
ENST00000283943,6051,-1,,,
ENST00000283943,6330,-1,,,
ENST00000283943,6425,-1,,,
ENST00000283943,6475,-1,,,
ENST00000283943,6601,-1,,,
ENST00000283943,6619,-1,,,
ENST00000283943,7447,-1,,,
ENST00000283943,7522,-1,,,
ENST00000283943,7658,-1,,,
ENST00000283943,7697,-1,,,
ENST00000283943,7792,-1,,,
ENST00000283943,7976,-1,,,
ENST00000283943,8038,-1,,,
ENST00000283943,8085,-1,,,
ENST00000283943,8442,-1,,,
ENST00000283943,848,-1,,,
ENST00000283943,8568,-1,,,
ENST00000283943,9008,-1,,,
ENST00000283943,9429,-1,,,
ENST00000283943,9520,-1,,,
ENST00000283943,9638,-1,,,
ENST00000283943,9862,-1,,,
ENST00000284000,1054,-1,,,
ENST00000284000,1223,-1,,,
ENST00000284000,1454,-1,,,
ENST00000284000,1633,-1,,,
ENST00000284000,1712,-1,,,
ENST00000284000,184,-1,,,
ENST00000284000,1871,-1,,,
ENST00000284000,2591,-1,,,
ENST00000284000,2669,-1,,,
ENST00000284000,2695,-1,,,
ENST00000284000,2824,-1,,,
ENST00000284000,2965,-1,,,
ENST00000284000,2975,-1,,,
ENST00000284000,3791,-1,,,
ENST00000284000,3862,-1,,,
ENST00000284000,58,-1,,,
ENST00000284000,603,-1,,,
ENST00000284000,928,-1,,,
ENST00000284006,1030,-1,,,
ENST00000284006,1148,-1,,,
ENST00000284006,1362,-1,,,
ENST00000284006,17,-1,,,
ENST00000284006,1801,-1,,,
ENST00000284006,2566,-1,,,
ENST00000284006,2572,-1,,,
ENST00000284006,2760,-1,,,
ENST00000284006,2860,-1,,,
ENST00000284006,3400,-1,,,
ENST00000284006,3436,-1,,,
ENST00000284006,3917,-1,,,
ENST00000284006,4025,-1,,,
ENST00000284006,4094,-1,,,
ENST00000284006,4386,-1,,,
ENST00000284006,4536,-1,,,
ENST00000284006,4749,-1,,,
ENST00000284006,4878,-1,,,
ENST00000284006,563,-1,,,
ENST00000284006,632,-1,,,
ENST00000284006,887,-1,,,
ENST00000284006,998,-1,,,
ENST00000284274,1100,-1,,,
ENST00000284274,1126,-1,,,
ENST00000284274,1310,-1,,,
ENST00000284274,1386,-1,,,
ENST00000284274,1579,-1,,,
ENST00000284274,1586,-1,,,
ENST00000284274,1638,-1,,,
ENST00000284274,1694,-1,,,
ENST00000284274,1883,-1,,,
ENST00000284274,1900,-1,,,
ENST00000284274,1974,-1,,,
ENST00000284274,1978,-1,,,
ENST00000284274,2056,-1,,,
ENST00000284274,2191,-1,,,
ENST00000284274,2216,-1,,,
ENST00000284274,2223,-1,,,
ENST00000284274,2483,-1,,,
ENST00000284274,2490,-1,,,
ENST00000284274,2718,-1,,,
ENST00000284274,2926,-1,,,
ENST00000284274,309,-1,,,
ENST00000284274,3341,-1,,,
ENST00000284274,3609,-1,,,
ENST00000284274,3873,-1,,,
ENST00000284274,4151,-1,,,
ENST00000284274,4353,-1,,,
ENST00000284274,4363,-1,,,
ENST00000284274,4680,-1,,,
ENST00000284274,4871,-1,,,
ENST00000284274,4943,-1,,,
ENST00000284274,4977,-1,,,
ENST00000284274,5223,-1,,,
ENST00000284274,5881,-1,,,
ENST00000284274,5904,-1,,,
ENST00000284274,5940,-1,,,
ENST00000284274,600,-1,,,
ENST00000284274,6051,-1,,,
ENST00000284274,6077,-1,,,
ENST00000284274,6291,-1,,,
ENST00000284274,6773,-1,,,
ENST00000284274,697,-1,,,
ENST00000284274,711,-1,,,
ENST00000284274,7224,-1,,,
ENST00000284274,7238,-1,,,
ENST00000284274,7354,-1,,,
ENST00000284274,7553,-1,,,
ENST00000284274,804,-1,,,
ENST00000284274,921,-1,,,
ENST00000284320,113,-1,,,
ENST00000284320,1148,-1,,,
ENST00000284320,1355,-1,,,
ENST00000284320,1908,-1,,,
ENST00000284320,1967,-1,,,
ENST00000284320,2045,-1,,,
ENST00000284320,2097,-1,,,
ENST00000284320,2232,-1,,,
ENST00000284320,2354,-1,,,
ENST00000284320,2794,-1,,,
ENST00000284320,3327,-1,,,
ENST00000284320,3477,-1,,,
ENST00000284320,3534,-1,,,
ENST00000284320,3916,-1,,,
ENST00000284320,4105,-1,,,
ENST00000284320,4153,-1,,,
ENST00000284320,420,-1,,,
ENST00000284320,4266,-1,,,
ENST00000284320,441,-1,,,
ENST00000284320,531,-1,,,
ENST00000284320,702,-1,,,
ENST00000284320,92,-1,,,
ENST00000284320,992,-1,,,
ENST00000284551,1090,-1,,,
ENST00000284551,1120,-1,,,
ENST00000284551,1154,-1,,,
ENST00000284551,1193,-1,,,
ENST00000284551,1256,-1,,,
ENST00000284551,1370,-1,,,
ENST00000284551,1686,-1,,,
ENST00000284551,1761,-1,,,
ENST00000284551,2266,-1,,,
ENST00000284551,2549,-1,,,
ENST00000284881,1101,-1,,,
ENST00000284881,1118,-1,,,
ENST00000284881,1189,-1,,,
ENST00000284881,157,-1,,,
ENST00000284881,1831,-1,,,
ENST00000284881,2004,-1,,,
ENST00000284881,2237,-1,,,
ENST00000284881,2785,-1,,,
ENST00000284881,300,-1,,,
ENST00000284881,3025,-1,,,
ENST00000284881,3337,-1,,,
ENST00000284881,3451,-1,,,
ENST00000284881,3730,-1,,,
ENST00000284881,375,-1,,,
ENST00000284881,435,-1,,,
ENST00000284881,4477,-1,,,
ENST00000284881,4754,-1,,,
ENST00000284881,4766,-1,,,
ENST00000284881,5148,-1,,,
ENST00000284881,5161,-1,,,
ENST00000284881,5235,-1,,,
ENST00000284881,695,-1,,,
ENST00000284881,915,-1,,,
ENST00000284881,950,-1,,,
ENST00000285071,1123,-1,,,
ENST00000285071,167,-1,,,
ENST00000285071,1857,-1,,,
ENST00000285071,1926,-1,,,
ENST00000285071,1957,-1,,,
ENST00000285071,3004,-1,,,
ENST00000285071,3559,-1,,,
ENST00000285071,619,-1,,,
ENST00000285071,71,-1,,,
ENST00000285071,759,-1,,,
ENST00000285093,1015,-1,,,
ENST00000285093,1104,-1,,,
ENST00000285093,1122,-1,,,
ENST00000285093,1206,-1,,,
ENST00000285093,1291,-1,,,
ENST00000285093,1400,-1,,,
ENST00000285093,1414,-1,,,
ENST00000285093,1486,-1,,,
ENST00000285093,1729,-1,,,
ENST00000285093,1736,-1,,,
ENST00000285093,1904,-1,,,
ENST00000285093,2080,-1,,,
ENST00000285093,2198,-1,,,
ENST00000285093,723,-1,,,
ENST00000285093,882,-1,,,
ENST00000285243,1232,-1,,,
ENST00000285243,1272,-1,,,
ENST00000285243,1604,-1,,,
ENST00000285243,1736,-1,,,
ENST00000285243,1823,-1,,,
ENST00000285243,1903,-1,,,
ENST00000285243,1977,-1,,,
ENST00000285243,2047,-1,,,
ENST00000285243,212,-1,,,
ENST00000285243,2209,-1,,,
ENST00000285243,2333,-1,,,
ENST00000285243,2782,-1,,,
ENST00000285243,2953,-1,,,
ENST00000285243,3213,-1,,,
ENST00000285243,3575,-1,,,
ENST00000285243,380,-1,,,
ENST00000285243,3809,-1,,,
ENST00000285243,406,-1,,,
ENST00000285243,4171,-1,,,
ENST00000285243,476,-1,,,
ENST00000285243,774,-1,,,
ENST00000285243,790,-1,,,
ENST00000285243,882,-1,,,
ENST00000285407,1321,-1,,,
ENST00000285407,14,-1,,,
ENST00000285407,1744,-1,,,
ENST00000285407,1748,-1,,,
ENST00000285407,1769,-1,,,
ENST00000285407,2290,-1,,,
ENST00000285407,2434,-1,,,
ENST00000285407,2471,-1,,,
ENST00000285407,2535,-1,,,
ENST00000285407,2876,-1,,,
ENST00000285407,2991,-1,,,
ENST00000285407,332,-1,,,
ENST00000285407,398,-1,,,
ENST00000285737,1319,-1,,,
ENST00000285737,1329,-1,,,
ENST00000285737,1496,-1,,,
ENST00000285737,1702,-1,,,
ENST00000285737,1794,-1,,,
ENST00000285737,2149,-1,,,
ENST00000285737,2341,-1,,,
ENST00000285737,2646,-1,,,
ENST00000285737,2952,-1,,,
ENST00000285737,308,-1,,,
ENST00000285737,3464,-1,,,
ENST00000285737,4481,-1,,,
ENST00000285737,4553,-1,,,
ENST00000285737,4570,-1,,,
ENST00000285737,4816,-1,,,
ENST00000285737,5389,-1,,,
ENST00000285737,6258,-1,,,
ENST00000285737,6392,-1,,,
ENST00000285737,6398,-1,,,
ENST00000285737,6438,-1,,,
ENST00000285737,655,-1,,,
ENST00000285737,6641,-1,,,
ENST00000285737,6687,-1,,,
ENST00000285737,670,-1,,,
ENST00000285737,7083,-1,,,
ENST00000285737,7295,-1,,,
ENST00000285737,7678,-1,,,
ENST00000286091,1183,-1,,,
ENST00000286091,1393,-1,,,
ENST00000286091,1840,-1,,,
ENST00000286091,2132,-1,,,
ENST00000286091,2816,-1,,,
ENST00000286091,2885,-1,,,
ENST00000286091,331,-1,,,
ENST00000286091,472,-1,,,
ENST00000286091,509,-1,,,
ENST00000286091,790,-1,,,
ENST00000286091,958,-1,,,
ENST00000286201,1882,-1,,,
ENST00000286201,1908,-1,,,
ENST00000286201,1965,-1,,,
ENST00000286201,2624,-1,,,
ENST00000286201,285,-1,,,
ENST00000286201,2922,-1,,,
ENST00000286201,3310,-1,,,
ENST00000286201,3357,-1,,,
ENST00000286201,3429,-1,,,
ENST00000286201,3628,-1,,,
ENST00000286201,510,-1,,,
ENST00000286201,621,-1,,,
ENST00000286201,766,-1,,,
ENST00000286298,1155,-1,,,
ENST00000286298,1321,-1,,,
ENST00000286298,1354,-1,,,
ENST00000286298,137,-1,,,
ENST00000286298,1489,-1,,,
ENST00000286298,1512,-1,,,
ENST00000286298,2147,-1,,,
ENST00000286298,2223,-1,,,
ENST00000286298,2385,-1,,,
ENST00000286298,252,-1,,,
ENST00000286298,2591,-1,,,
ENST00000286298,2873,-1,,,
ENST00000286298,330,-1,,,
ENST00000286298,3432,-1,,,
ENST00000286298,3787,-1,,,
ENST00000286298,398,-1,,,
ENST00000286298,3989,-1,,,
ENST00000286298,4865,-1,,,
ENST00000286298,4900,-1,,,
ENST00000286298,5010,-1,,,
ENST00000286298,5149,-1,,,
ENST00000286298,5338,-1,,,
ENST00000286298,5342,-1,,,
ENST00000286298,5415,-1,,,
ENST00000286298,5623,-1,,,
ENST00000286298,5633,-1,,,
ENST00000286298,5682,-1,,,
ENST00000286298,5970,-1,,,
ENST00000286298,6033,-1,,,
ENST00000286298,6101,-1,,,
ENST00000286298,6241,-1,,,
ENST00000286298,6313,-1,,,
ENST00000286298,6451,-1,,,
ENST00000286298,6470,-1,,,
ENST00000286298,6763,-1,,,
ENST00000286298,7363,-1,,,
ENST00000286298,7803,-1,,,
ENST00000286298,798,-1,,,
ENST00000286298,805,-1,,,
ENST00000286298,906,-1,,,
ENST00000286760,1015,-1,,,
ENST00000286760,1113,-1,,,
ENST00000286760,1284,-1,,,
ENST00000286760,1479,-1,,,
ENST00000286760,1652,-1,,,
ENST00000286760,1931,-1,,,
ENST00000286760,2541,-1,,,
ENST00000286760,2589,-1,,,
ENST00000286760,2986,-1,,,
ENST00000286760,4430,-1,,,
ENST00000286760,4825,-1,,,
ENST00000286760,4846,-1,,,
ENST00000286760,4902,-1,,,
ENST00000286760,902,-1,,,
ENST00000286800,1004,-1,,,
ENST00000286800,117,-1,,,
ENST00000286800,1675,-1,,,
ENST00000286800,1882,-1,,,
ENST00000286800,2203,-1,,,
ENST00000286800,2615,-1,,,
ENST00000286800,2690,-1,,,
ENST00000286800,2700,-1,,,
ENST00000286800,2755,-1,,,
ENST00000286800,3539,-1,,,
ENST00000286800,3924,-1,,,
ENST00000286800,398,-1,,,
ENST00000286800,4838,-1,,,
ENST00000286800,5085,-1,,,
ENST00000286800,5232,-1,,,
ENST00000286800,5496,-1,,,
ENST00000286800,550,-1,,,
ENST00000286800,5521,-1,,,
ENST00000286800,5599,-1,,,
ENST00000286800,5631,-1,,,
ENST00000286800,625,-1,,,
ENST00000286800,698,-1,,,
ENST00000286800,745,-1,,,
ENST00000286800,853,-1,,,
ENST00000286800,886,-1,,,
ENST00000286918,1295,-1,,,
ENST00000286918,173,-1,,,
ENST00000286918,1776,-1,,,
ENST00000286918,1991,-1,,,
ENST00000286918,2458,-1,,,
ENST00000286918,2778,-1,,,
ENST00000286918,2834,-1,,,
ENST00000286918,2838,-1,,,
ENST00000286918,3998,-1,,,
ENST00000286918,4049,-1,,,
ENST00000286918,4229,-1,,,
ENST00000286918,4402,-1,,,
ENST00000286918,4558,-1,,,
ENST00000286918,4736,-1,,,
ENST00000286918,5010,-1,,,
ENST00000286918,5107,-1,,,
ENST00000286918,5486,-1,,,
ENST00000286918,5726,-1,,,
ENST00000286918,6314,-1,,,
ENST00000286918,6493,-1,,,
ENST00000286918,6507,-1,,,
ENST00000287169,1476,-1,,,
ENST00000287169,1604,-1,,,
ENST00000287169,2075,-1,,,
ENST00000287169,2197,-1,,,
ENST00000287169,2269,-1,,,
ENST00000287169,2571,-1,,,
ENST00000287169,2774,-1,,,
ENST00000287169,298,-1,,,
ENST00000287169,316,-1,,,
ENST00000287169,357,-1,,,
ENST00000287169,3731,-1,,,
ENST00000287169,3754,-1,,,
ENST00000287169,3768,-1,,,
ENST00000287169,3798,-1,,,
ENST00000287169,381,-1,,,
ENST00000287169,3814,-1,,,
ENST00000287169,4376,-1,,,
ENST00000287169,4557,-1,,,
ENST00000287169,573,-1,,,
ENST00000287169,758,-1,,,
ENST00000287169,764,-1,,,
ENST00000287461,1468,-1,,,
ENST00000287461,1932,-1,,,
ENST00000287461,1937,-1,,,
ENST00000287461,1965,-1,,,
ENST00000287461,2599,-1,,,
ENST00000287461,2849,-1,,,
ENST00000287461,2966,-1,,,
ENST00000287461,3301,-1,,,
ENST00000287461,3463,-1,,,
ENST00000287461,389,-1,,,
ENST00000287461,560,-1,,,
ENST00000287461,749,-1,,,
ENST00000287461,994,-1,,,
ENST00000287652,1287,-1,,,
ENST00000287652,1549,-1,,,
ENST00000287652,1720,-1,,,
ENST00000287652,1738,-1,,,
ENST00000287652,1838,-1,,,
ENST00000287652,1866,-1,,,
ENST00000287652,1897,-1,,,
ENST00000287652,1971,-1,,,
ENST00000287652,2441,-1,,,
ENST00000287652,2658,-1,,,
ENST00000287652,3312,-1,,,
ENST00000287652,3428,-1,,,
ENST00000287652,3437,-1,,,
ENST00000287652,3443,-1,,,
ENST00000287652,3747,-1,,,
ENST00000287652,3766,-1,,,
ENST00000287652,4577,-1,,,
ENST00000287652,5189,-1,,,
ENST00000287652,573,-1,,,
ENST00000287667,1358,-1,,,
ENST00000287667,1481,-1,,,
ENST00000287667,1611,-1,,,
ENST00000287667,1732,-1,,,
ENST00000287667,1801,-1,,,
ENST00000287667,1907,-1,,,
ENST00000287667,2080,-1,,,
ENST00000287667,2708,-1,,,
ENST00000287667,2952,-1,,,
ENST00000287667,3017,-1,,,
ENST00000287667,3296,-1,,,
ENST00000287934,1209,-1,,,
ENST00000287934,1647,-1,,,
ENST00000287934,2313,-1,,,
ENST00000287934,2570,-1,,,
ENST00000287934,3106,-1,,,
ENST00000287934,3367,-1,,,
ENST00000287934,3676,-1,,,
ENST00000287934,3708,-1,,,
ENST00000287934,3783,-1,,,
ENST00000287934,3871,-1,,,
ENST00000287934,3893,-1,,,
ENST00000287934,4484,-1,,,
ENST00000287934,4536,-1,,,
ENST00000287934,4882,-1,,,
ENST00000287934,5101,-1,,,
ENST00000287934,5172,-1,,,
ENST00000287934,5179,-1,,,
ENST00000287934,5354,-1,,,
ENST00000287934,5388,-1,,,
ENST00000287934,5501,-1,,,
ENST00000287934,5673,-1,,,
ENST00000287934,5784,-1,,,
ENST00000287934,5963,-1,,,
ENST00000287934,6230,-1,,,
ENST00000287934,6384,-1,,,
ENST00000287934,6901,-1,,,
ENST00000287934,894,-1,,,
ENST00000288022,753,-1,,,
ENST00000288235,1098,-1,,,
ENST00000288235,1143,-1,,,
ENST00000288235,1172,-1,,,
ENST00000288235,1424,-1,,,
ENST00000288235,1533,-1,,,
ENST00000288235,1633,-1,,,
ENST00000288235,1658,-1,,,
ENST00000288235,1672,-1,,,
ENST00000288235,1896,-1,,,
ENST00000288235,1965,-1,,,
ENST00000288235,2318,-1,,,
ENST00000288235,2619,-1,,,
ENST00000288235,2811,-1,,,
ENST00000288235,2925,-1,,,
ENST00000288235,2993,-1,,,
ENST00000288235,334,-1,,,
ENST00000288235,3494,-1,,,
ENST00000288235,3995,-1,,,
ENST00000288235,4008,-1,,,
ENST00000288235,4027,-1,,,
ENST00000288235,4207,-1,,,
ENST00000288235,4518,-1,,,
ENST00000288235,4662,-1,,,
ENST00000288235,4741,-1,,,
ENST00000288235,4866,-1,,,
ENST00000288235,5022,-1,,,
ENST00000288235,5090,-1,,,
ENST00000288235,5172,-1,,,
ENST00000288235,5260,-1,,,
ENST00000288235,5491,-1,,,
ENST00000288235,5628,-1,,,
ENST00000288235,5736,-1,,,
ENST00000288235,6018,-1,,,
ENST00000288235,6213,-1,,,
ENST00000288235,6321,-1,,,
ENST00000288235,6426,-1,,,
ENST00000288235,6713,-1,,,
ENST00000288235,6947,-1,,,
ENST00000288235,7077,-1,,,
ENST00000288235,7626,-1,,,
ENST00000288235,7763,-1,,,
ENST00000288235,8540,-1,,,
ENST00000288757,1074,-1,,,
ENST00000288757,1109,-1,,,
ENST00000288757,1437,-1,,,
ENST00000288757,1583,-1,,,
ENST00000288757,1832,-1,,,
ENST00000288757,2431,-1,,,
ENST00000288757,245,-1,,,
ENST00000288757,2464,-1,,,
ENST00000288757,2668,-1,,,
ENST00000288757,2902,-1,,,
ENST00000288757,3308,-1,,,
ENST00000288757,3479,-1,,,
ENST00000288757,4011,-1,,,
ENST00000288757,4185,-1,,,
ENST00000288757,699,-1,,,
ENST00000288757,938,-1,,,
ENST00000288828,1067,-1,,,
ENST00000288828,1106,-1,,,
ENST00000288828,1163,-1,,,
ENST00000288828,1392,-1,,,
ENST00000288828,1427,-1,,,
ENST00000288828,1598,-1,,,
ENST00000288828,1610,-1,,,
ENST00000288828,1707,-1,,,
ENST00000288828,177,-1,,,
ENST00000288828,2243,-1,,,
ENST00000288828,300,-1,,,
ENST00000288828,3289,-1,,,
ENST00000288828,3665,-1,,,
ENST00000288828,3728,-1,,,
ENST00000288828,4028,-1,,,
ENST00000288828,4127,-1,,,
ENST00000288828,4197,-1,,,
ENST00000288828,4205,-1,,,
ENST00000288828,4237,-1,,,
ENST00000288828,554,-1,,,
ENST00000288828,937,-1,,,
ENST00000288840,172,-1,,,
ENST00000288840,2618,-1,,,
ENST00000288840,3380,-1,,,
ENST00000288840,356,-1,,,
ENST00000288840,3648,-1,,,
ENST00000288840,404,-1,,,
ENST00000288840,977,-1,,,
ENST00000289166,1110,-1,,,
ENST00000289166,1199,-1,,,
ENST00000289166,1440,-1,,,
ENST00000289166,1450,-1,,,
ENST00000289166,1895,-1,,,
ENST00000289166,564,-1,,,
ENST00000289166,783,-1,,,
ENST00000289166,816,-1,,,
ENST00000289166,924,-1,,,
ENST00000289361,1084,-1,,,
ENST00000289361,1203,-1,,,
ENST00000289361,122,-1,,,
ENST00000289361,1271,-1,,,
ENST00000289361,195,-1,,,
ENST00000289361,2146,-1,,,
ENST00000289361,2234,-1,,,
ENST00000289361,2276,-1,,,
ENST00000289361,2426,-1,,,
ENST00000289361,2609,-1,,,
ENST00000289361,2690,-1,,,
ENST00000289361,2709,-1,,,
ENST00000289361,2728,-1,,,
ENST00000289361,3006,-1,,,
ENST00000289361,3232,-1,,,
ENST00000289361,3322,-1,,,
ENST00000289361,52,-1,,,
ENST00000289361,925,-1,,,
ENST00000289371,1006,-1,,,
ENST00000289371,1058,-1,,,
ENST00000289371,1207,-1,,,
ENST00000289371,1512,-1,,,
ENST00000289371,1791,-1,,,
ENST00000289371,2022,-1,,,
ENST00000289371,2076,-1,,,
ENST00000289371,214,-1,,,
ENST00000289371,2242,-1,,,
ENST00000289371,234,-1,,,
ENST00000289371,2411,-1,,,
ENST00000289371,249,-1,,,
ENST00000289371,2726,-1,,,
ENST00000289371,2749,-1,,,
ENST00000289371,3012,-1,,,
ENST00000289371,3023,-1,,,
ENST00000289371,3110,-1,,,
ENST00000289371,3228,-1,,,
ENST00000289371,3285,-1,,,
ENST00000289371,33,-1,,,
ENST00000289371,3421,-1,,,
ENST00000289371,3436,-1,,,
ENST00000289371,3603,-1,,,
ENST00000289371,3617,-1,,,
ENST00000289371,3724,-1,,,
ENST00000289371,3789,-1,,,
ENST00000289371,3886,-1,,,
ENST00000289371,4021,-1,,,
ENST00000289371,4029,-1,,,
ENST00000289371,434,-1,,,
ENST00000289371,4487,-1,,,
ENST00000289371,4503,-1,,,
ENST00000289371,4599,-1,,,
ENST00000289371,4965,-1,,,
ENST00000289371,502,-1,,,
ENST00000289371,5083,-1,,,
ENST00000289371,5431,-1,,,
ENST00000289371,5741,-1,,,
ENST00000289371,633,-1,,,
ENST00000289371,799,-1,,,
ENST00000289371,834,-1,,,
ENST00000289371,881,-1,,,
ENST00000289382,1228,-1,,,
ENST00000289382,1474,-1,,,
ENST00000289382,1548,-1,,,
ENST00000289382,2222,-1,,,
ENST00000289382,2305,-1,,,
ENST00000289382,353,-1,,,
ENST00000289382,80,-1,,,
ENST00000289382,813,-1,,,
ENST00000289382,933,-1,,,
ENST00000289431,1996,-1,,,
ENST00000289431,2380,-1,,,
ENST00000289431,2489,-1,,,
ENST00000289431,272,-1,,,
ENST00000289431,2869,-1,,,
ENST00000289431,2894,-1,,,
ENST00000289431,2908,-1,,,
ENST00000289431,3032,-1,,,
ENST00000289431,3255,-1,,,
ENST00000289431,3758,-1,,,
ENST00000289431,3836,-1,,,
ENST00000289431,568,-1,,,
ENST00000289805,152,-1,,,
ENST00000289805,1726,-1,,,
ENST00000289805,1790,-1,,,
ENST00000289805,194,-1,,,
ENST00000289805,2242,-1,,,
ENST00000289805,746,-1,,,
ENST00000289805,821,-1,,,
ENST00000289805,972,-1,,,
ENST00000289816,1160,-1,,,
ENST00000289816,1305,-1,,,
ENST00000289816,1571,-1,,,
ENST00000289816,1735,-1,,,
ENST00000289816,1825,-1,,,
ENST00000289816,1831,-1,,,
ENST00000289816,1838,-1,,,
ENST00000289816,1894,-1,,,
ENST00000289816,1969,-1,,,
ENST00000289816,2097,-1,,,
ENST00000289816,3094,-1,,,
ENST00000289816,3590,-1,,,
ENST00000289816,3976,-1,,,
ENST00000289816,4185,-1,,,
ENST00000289816,434,-1,,,
ENST00000289816,4406,-1,,,
ENST00000289816,4545,-1,,,
ENST00000289921,1217,-1,,,
ENST00000289921,1329,-1,,,
ENST00000289921,1536,-1,,,
ENST00000289921,1548,-1,,,
ENST00000289921,1725,-1,,,
ENST00000289921,1922,-1,,,
ENST00000289921,2153,-1,,,
ENST00000289921,2301,-1,,,
ENST00000289921,2545,-1,,,
ENST00000289921,2552,-1,,,
ENST00000289921,2842,-1,,,
ENST00000289921,2853,-1,,,
ENST00000289921,3138,-1,,,
ENST00000289921,3163,-1,,,
ENST00000289921,3591,-1,,,
ENST00000289921,3695,-1,,,
ENST00000289921,3867,-1,,,
ENST00000289921,3919,-1,,,
ENST00000289921,630,-1,,,
ENST00000289921,648,-1,,,
ENST00000289921,972,-1,,,
ENST00000289921,981,-1,,,
ENST00000290037,1203,-1,,,
ENST00000290037,1701,-1,,,
