TranscriptID,Position,Class
ENST00000379440,9882,-1
ENST00000379484,10437,-1
ENST00000379484,14203,-1
ENST00000379484,18911,-1
ENST00000379484,20132,-1
ENST00000379484,27486,-1
ENST00000379484,29114,-1
ENST00000379484,31624,-1
ENST00000379484,32694,-1
ENST00000379484,3359,-1
ENST00000379484,35518,-1
ENST00000379484,36089,-1
ENST00000379484,42334,-1
ENST00000379484,43809,-1
ENST00000379484,43900,-1
ENST00000379484,8586,-1
ENST00000379484,9112,-1
ENST00000379519,11636,-1
ENST00000379519,4397,-1
ENST00000379519,5419,-1
ENST00000379519,7468,-1
ENST00000379519,9137,-1
ENST00000379561,102082,-1
ENST00000379561,1024,-1
ENST00000379561,102800,-1
ENST00000379561,109041,-1
ENST00000379561,110493,-1
ENST00000379561,110773,-1
ENST00000379561,11796,-1
ENST00000379561,12492,-1
ENST00000379561,13435,-1
ENST00000379561,15831,-1
ENST00000379561,16298,-1
ENST00000379561,21481,-1
ENST00000379561,23468,-1
ENST00000379561,24042,-1
ENST00000379561,24138,-1
ENST00000379561,26812,-1
ENST00000379561,28923,-1
ENST00000379561,30829,-1
ENST00000379561,30897,-1
ENST00000379561,31219,-1
ENST00000379561,33107,-1
ENST00000379561,35507,-1
ENST00000379561,36926,-1
ENST00000379561,42220,-1
ENST00000379561,45190,-1
ENST00000379561,45279,-1
ENST00000379561,4631,-1
ENST00000379561,47106,-1
ENST00000379561,52384,-1
ENST00000379561,5269,-1
ENST00000379561,54201,-1
ENST00000379561,54383,-1
ENST00000379561,58700,-1
ENST00000379561,62277,-1
ENST00000379561,62353,-1
ENST00000379561,62632,-1
ENST00000379561,63143,-1
ENST00000379561,63822,-1
ENST00000379561,65277,-1
ENST00000379561,65682,-1
ENST00000379561,66176,-1
ENST00000379561,66619,-1
ENST00000379561,68553,-1
ENST00000379561,71147,-1
ENST00000379561,71375,-1
ENST00000379561,71444,-1
ENST00000379561,74675,-1
ENST00000379561,74928,-1
ENST00000379561,76751,-1
ENST00000379561,76786,-1
ENST00000379561,77136,-1
ENST00000379561,79800,-1
ENST00000379561,80183,-1
ENST00000379561,82069,-1
ENST00000379561,8551,-1
ENST00000379561,87767,-1
ENST00000379561,90060,-1
ENST00000379561,93079,-1
ENST00000379561,96771,-1
ENST00000379561,97064,-1
ENST00000379619,10744,-1
ENST00000379619,13483,-1
ENST00000379619,1487,-1
ENST00000379619,19382,-1
ENST00000379619,21316,-1
ENST00000379619,22371,-1
ENST00000379619,2891,-1
ENST00000379619,3052,-1
ENST00000379619,3544,-1
ENST00000379619,3865,-1
ENST00000379619,9086,-1
ENST00000379619,9908,-1
ENST00000379638,14244,-1
ENST00000379638,15893,-1
ENST00000379638,20411,-1
ENST00000379638,21353,-1
ENST00000379638,22029,-1
ENST00000379638,23778,-1
ENST00000379638,24106,-1
ENST00000379638,25455,-1
ENST00000379638,26982,-1
ENST00000379638,29037,-1
ENST00000379638,34090,-1
ENST00000379638,35120,-1
ENST00000379638,35216,-1
ENST00000379638,38377,-1
ENST00000379638,40747,-1
ENST00000379638,4662,-1
ENST00000379638,7426,-1
ENST00000379644,12377,-1
ENST00000379644,1406,-1
ENST00000379644,16642,-1
ENST00000379644,16966,-1
ENST00000379644,17314,-1
ENST00000379644,17383,-1
ENST00000379644,17562,-1
ENST00000379644,18084,-1
ENST00000379644,1956,-1
ENST00000379644,19661,-1
ENST00000379644,20726,-1
ENST00000379644,21203,-1
ENST00000379644,24318,-1
ENST00000379644,26791,-1
ENST00000379644,27816,-1
ENST00000379644,29503,-1
ENST00000379644,30046,-1
ENST00000379644,31485,-1
ENST00000379644,39961,-1
ENST00000379644,42126,-1
ENST00000379644,43381,-1
ENST00000379644,43854,-1
ENST00000379644,5218,-1
ENST00000379644,52291,-1
ENST00000379644,5535,-1
ENST00000379644,57136,-1
ENST00000379644,5822,-1
ENST00000379644,61323,-1
ENST00000379644,6925,-1
ENST00000379644,7323,-1
ENST00000379644,7449,-1
ENST00000379644,7974,-1
ENST00000379644,8029,-1
ENST00000379644,8915,-1
ENST00000379656,1626,-1
ENST00000379656,5570,-1
ENST00000379656,6072,-1
ENST00000379656,636,-1
ENST00000379656,7357,-1
ENST00000379656,7867,-1
ENST00000379656,9519,-1
ENST00000379656,9820,-1
ENST00000379719,13703,-1
ENST00000379719,17157,-1
ENST00000379719,22605,-1
ENST00000379719,2428,-1
ENST00000379719,31500,-1
ENST00000379719,31593,-1
ENST00000379719,32477,-1
ENST00000379719,33615,-1
ENST00000379719,37807,-1
ENST00000379719,39141,-1
ENST00000379719,40004,-1
ENST00000379719,46933,-1
ENST00000379719,47415,-1
ENST00000379719,55838,-1
ENST00000379719,59774,-1
ENST00000379719,7094,-1
ENST00000379719,8991,-1
ENST00000379757,10090,-1
ENST00000379757,10451,-1
ENST00000379757,13519,-1
ENST00000379757,13589,-1
ENST00000379757,17940,-1
ENST00000379757,19008,-1
ENST00000379757,19728,-1
ENST00000379757,2048,-1
ENST00000379757,20596,-1
ENST00000379757,20722,-1
ENST00000379757,21363,-1
ENST00000379757,2163,-1
ENST00000379757,22223,-1
ENST00000379757,23731,-1
ENST00000379757,24107,-1
ENST00000379757,24996,-1
ENST00000379757,27047,-1
ENST00000379757,28413,-1
ENST00000379757,28436,-1
ENST00000379757,5157,-1
ENST00000379757,5318,-1
ENST00000379757,6652,-1
ENST00000379757,6770,-1
ENST00000379757,691,-1
ENST00000379757,7232,-1
ENST00000379757,7359,-1
ENST00000379757,7726,-1
ENST00000379757,7734,-1
ENST00000379757,93,-1
ENST00000379789,12524,-1
ENST00000379789,15609,-1
ENST00000379789,20491,-1
ENST00000379789,20499,-1
ENST00000379789,22570,-1
ENST00000379789,2382,-1
ENST00000379789,24487,-1
ENST00000379789,24981,-1
ENST00000379789,25412,-1
ENST00000379789,31301,-1
ENST00000379789,31610,-1
ENST00000379789,34965,-1
ENST00000379789,38442,-1
ENST00000379789,44605,-1
ENST00000379789,46395,-1
ENST00000379789,52266,-1
ENST00000379789,53779,-1
ENST00000379789,56411,-1
ENST00000379789,57390,-1
ENST00000379789,67851,-1
ENST00000379789,68663,-1
ENST00000379789,71631,-1
ENST00000379789,77027,-1
ENST00000379789,80080,-1
ENST00000379789,82171,-1
ENST00000379789,87411,-1
ENST00000379789,87927,-1
ENST00000379789,89414,-1
ENST00000379789,90176,-1
ENST00000379915,10469,-1
ENST00000379915,14794,-1
ENST00000379915,15045,-1
ENST00000379915,16161,-1
ENST00000379915,16548,-1
ENST00000379915,17281,-1
ENST00000379915,17692,-1
ENST00000379915,18661,-1
ENST00000379915,21713,-1
ENST00000379915,22778,-1
ENST00000379915,22907,-1
ENST00000379915,22973,-1
ENST00000379915,23125,-1
ENST00000379915,24994,-1
ENST00000379915,25432,-1
ENST00000379915,26563,-1
ENST00000379915,2762,-1
ENST00000379915,28194,-1
ENST00000379915,28682,-1
ENST00000379915,29268,-1
ENST00000379915,31379,-1
ENST00000379915,33204,-1
ENST00000379915,35704,-1
ENST00000379915,39333,-1
ENST00000379915,41352,-1
ENST00000379915,41518,-1
ENST00000379915,43023,-1
ENST00000379915,43861,-1
ENST00000379915,4580,-1
ENST00000379915,53076,-1
ENST00000379915,54456,-1
ENST00000379915,56061,-1
ENST00000379915,561,-1
ENST00000379915,58064,-1
ENST00000379915,5828,-1
ENST00000379915,58739,-1
ENST00000379915,59804,-1
ENST00000379915,62032,-1
ENST00000379915,62989,-1
ENST00000379915,63525,-1
ENST00000379915,63938,-1
ENST00000379915,70799,-1
ENST00000379915,71142,-1
ENST00000379915,72122,-1
ENST00000379915,75360,-1
ENST00000379915,75473,-1
ENST00000379915,75894,-1
ENST00000379915,77852,-1
ENST00000379915,78207,-1
ENST00000379915,79712,-1
ENST00000379915,80011,-1
ENST00000379915,84204,-1
ENST00000379915,85454,-1
ENST00000379915,87487,-1
ENST00000379915,87794,-1
ENST00000379915,8846,-1
ENST00000379915,88900,-1
ENST00000379915,90022,-1
ENST00000379915,9646,-1
ENST00000379915,9714,-1
ENST00000379938,10107,-1
ENST00000379938,102893,-1
ENST00000379938,103428,-1
ENST00000379938,104247,-1
ENST00000379938,10777,-1
ENST00000379938,112108,-1
ENST00000379938,11689,-1
ENST00000379938,118502,-1
ENST00000379938,120037,-1
ENST00000379938,124792,-1
ENST00000379938,126800,-1
ENST00000379938,130345,-1
ENST00000379938,137509,-1
ENST00000379938,139283,-1
ENST00000379938,139711,-1
ENST00000379938,142326,-1
ENST00000379938,19002,-1
ENST00000379938,19422,-1
ENST00000379938,19643,-1
ENST00000379938,20774,-1
ENST00000379938,25501,-1
ENST00000379938,26983,-1
ENST00000379938,28903,-1
ENST00000379938,32014,-1
ENST00000379938,3313,-1
ENST00000379938,34206,-1
ENST00000379938,34914,-1
ENST00000379938,36573,-1
ENST00000379938,43981,-1
ENST00000379938,44478,-1
ENST00000379938,45266,-1
ENST00000379938,46615,-1
ENST00000379938,46858,-1
ENST00000379938,48926,-1
ENST00000379938,51213,-1
ENST00000379938,53426,-1
ENST00000379938,53640,-1
ENST00000379938,56310,-1
ENST00000379938,56983,-1
ENST00000379938,5794,-1
ENST00000379938,5939,-1
ENST00000379938,60650,-1
ENST00000379938,60995,-1
ENST00000379938,66412,-1
ENST00000379938,68297,-1
ENST00000379938,69749,-1
ENST00000379938,70369,-1
ENST00000379938,71970,-1
ENST00000379938,74529,-1
ENST00000379938,74921,-1
ENST00000379938,75468,-1
ENST00000379938,75534,-1
ENST00000379938,80345,-1
ENST00000379938,80806,-1
ENST00000379938,81335,-1
ENST00000379938,82711,-1
ENST00000379938,83313,-1
ENST00000379938,84783,-1
ENST00000379938,89553,-1
ENST00000379938,96797,-1
ENST00000379938,9831,-1
ENST00000379938,98758,-1
ENST00000379938,99747,-1
ENST00000379938,9992,-1
ENST00000380243,100627,-1
ENST00000380243,103186,-1
ENST00000380243,11243,-1
ENST00000380243,13173,-1
ENST00000380243,13448,-1
ENST00000380243,15356,-1
ENST00000380243,1618,-1
ENST00000380243,16635,-1
ENST00000380243,16996,-1
ENST00000380243,17204,-1
ENST00000380243,25569,-1
ENST00000380243,28843,-1
ENST00000380243,32208,-1
ENST00000380243,34016,-1
ENST00000380243,38208,-1
ENST00000380243,38282,-1
ENST00000380243,40393,-1
ENST00000380243,40719,-1
ENST00000380243,43022,-1
ENST00000380243,4342,-1
ENST00000380243,44407,-1
ENST00000380243,47269,-1
ENST00000380243,47353,-1
ENST00000380243,4900,-1
ENST00000380243,50010,-1
ENST00000380243,50087,-1
ENST00000380243,50706,-1
ENST00000380243,51527,-1
ENST00000380243,54775,-1
ENST00000380243,58126,-1
ENST00000380243,58673,-1
ENST00000380243,60939,-1
ENST00000380243,70101,-1
ENST00000380243,70873,-1
ENST00000380243,73779,-1
ENST00000380243,73933,-1
ENST00000380243,79969,-1
ENST00000380243,80652,-1
ENST00000380243,80766,-1
ENST00000380243,82629,-1
ENST00000380243,8874,-1
ENST00000380243,9057,-1
ENST00000380243,9119,-1
ENST00000380243,96655,-1
ENST00000380243,97905,-1
ENST00000380243,99370,-1
ENST00000380243,99809,-1
ENST00000380283,21666,-1
ENST00000380283,22115,-1
ENST00000380283,23830,-1
ENST00000380283,3586,-1
ENST00000380283,4388,-1
ENST00000380283,5310,-1
ENST00000380283,7624,-1
ENST00000380283,7970,-1
ENST00000380283,825,-1
ENST00000380283,8951,-1
ENST00000380334,1169,-1
ENST00000380334,12343,-1
ENST00000380334,17734,-1
ENST00000380334,1794,-1
ENST00000380334,26220,-1
ENST00000380334,26661,-1
ENST00000380334,27973,-1
ENST00000380334,3584,-1
ENST00000380334,9874,-1
ENST00000380393,100068,-1
ENST00000380393,106243,-1
ENST00000380393,109570,-1
ENST00000380393,11142,-1
ENST00000380393,112435,-1
ENST00000380393,120581,-1
ENST00000380393,121216,-1
ENST00000380393,122298,-1
ENST00000380393,126725,-1
ENST00000380393,130174,-1
ENST00000380393,131730,-1
ENST00000380393,132767,-1
ENST00000380393,135219,-1
ENST00000380393,136889,-1
ENST00000380393,13792,-1
ENST00000380393,141699,-1
ENST00000380393,147403,-1
ENST00000380393,150023,-1
ENST00000380393,154851,-1
ENST00000380393,157619,-1
ENST00000380393,159421,-1
ENST00000380393,162989,-1
ENST00000380393,163275,-1
ENST00000380393,166684,-1
ENST00000380393,167763,-1
ENST00000380393,167957,-1
ENST00000380393,169230,-1
ENST00000380393,169529,-1
ENST00000380393,171505,-1
ENST00000380393,172704,-1
ENST00000380393,20924,-1
ENST00000380393,22035,-1
ENST00000380393,23883,-1
ENST00000380393,24178,-1
ENST00000380393,27477,-1
ENST00000380393,32518,-1
ENST00000380393,32862,-1
ENST00000380393,35936,-1
ENST00000380393,38084,-1
ENST00000380393,38512,-1
ENST00000380393,39050,-1
ENST00000380393,41873,-1
ENST00000380393,43336,-1
ENST00000380393,44586,-1
ENST00000380393,4734,-1
ENST00000380393,47707,-1
ENST00000380393,48054,-1
ENST00000380393,49596,-1
ENST00000380393,50126,-1
ENST00000380393,54340,-1
ENST00000380393,54786,-1
ENST00000380393,54827,-1
ENST00000380393,54937,-1
ENST00000380393,60213,-1
ENST00000380393,60291,-1
ENST00000380393,62473,-1
ENST00000380393,66259,-1
ENST00000380393,66860,-1
ENST00000380393,70880,-1
ENST00000380393,71460,-1
ENST00000380393,74225,-1
ENST00000380393,76000,-1
ENST00000380393,81880,-1
ENST00000380393,82290,-1
ENST00000380393,85674,-1
ENST00000380393,88727,-1
ENST00000380393,89755,-1
ENST00000380454,10731,-1
ENST00000380454,13185,-1
ENST00000380454,16049,-1
ENST00000380454,18516,-1
ENST00000380454,18520,-1
ENST00000380454,5153,-1
ENST00000380454,6287,-1
ENST00000380454,7633,-1
ENST00000380454,7853,-1
ENST00000380454,8102,-1
ENST00000380502,15192,-1
ENST00000380502,15672,-1
ENST00000380502,18632,-1
ENST00000380502,21379,-1
ENST00000380502,23696,-1
ENST00000380502,26060,-1
ENST00000380502,27250,-1
ENST00000380502,28325,-1
ENST00000380502,29043,-1
ENST00000380502,29371,-1
ENST00000380502,30797,-1
ENST00000380502,3097,-1
ENST00000380502,32482,-1
ENST00000380502,33911,-1
ENST00000380502,34741,-1
ENST00000380502,3948,-1
ENST00000380502,49623,-1
ENST00000380502,5296,-1
ENST00000380502,6256,-1
ENST00000380569,103024,-1
ENST00000380569,10439,-1
ENST00000380569,105915,-1
ENST00000380569,10804,-1
ENST00000380569,109695,-1
ENST00000380569,110678,-1
ENST00000380569,113074,-1
ENST00000380569,116851,-1
ENST00000380569,118540,-1
ENST00000380569,119093,-1
ENST00000380569,122830,-1
ENST00000380569,17054,-1
ENST00000380569,18929,-1
ENST00000380569,2089,-1
ENST00000380569,22062,-1
ENST00000380569,22674,-1
ENST00000380569,23467,-1
ENST00000380569,24092,-1
ENST00000380569,24154,-1
ENST00000380569,30208,-1
ENST00000380569,31221,-1
ENST00000380569,34629,-1
ENST00000380569,35441,-1
ENST00000380569,36008,-1
ENST00000380569,36325,-1
ENST00000380569,40757,-1
ENST00000380569,415,-1
ENST00000380569,41788,-1
ENST00000380569,44399,-1
ENST00000380569,46675,-1
ENST00000380569,46997,-1
ENST00000380569,48313,-1
ENST00000380569,49362,-1
ENST00000380569,52993,-1
ENST00000380569,54662,-1
ENST00000380569,56728,-1
ENST00000380569,58501,-1
ENST00000380569,59197,-1
ENST00000380569,61522,-1
ENST00000380569,62214,-1
ENST00000380569,64152,-1
ENST00000380569,6968,-1
ENST00000380569,72251,-1
ENST00000380569,72974,-1
ENST00000380569,73880,-1
ENST00000380569,83086,-1
ENST00000380569,83124,-1
ENST00000380569,86121,-1
ENST00000380569,88752,-1
ENST00000380569,94761,-1
ENST00000380737,13225,-1
ENST00000380737,13451,-1
ENST00000380737,16392,-1
ENST00000380737,16890,-1
ENST00000380737,17082,-1
ENST00000380737,20362,-1
ENST00000380737,20990,-1
ENST00000380737,21214,-1
ENST00000380737,22094,-1
ENST00000380737,28103,-1
ENST00000380737,290,-1
ENST00000380737,31772,-1
ENST00000380737,34915,-1
ENST00000380737,37707,-1
ENST00000380737,37971,-1
ENST00000380737,38073,-1
ENST00000380737,39472,-1
ENST00000380737,40861,-1
ENST00000380737,41234,-1
ENST00000380737,41323,-1
ENST00000380737,42010,-1
ENST00000380737,46297,-1
ENST00000380737,48969,-1
ENST00000380737,50272,-1
ENST00000380737,51582,-1
ENST00000380737,55032,-1
ENST00000380737,56137,-1
ENST00000380737,60686,-1
ENST00000380737,61166,-1
ENST00000380737,61392,-1
ENST00000380737,65146,-1
ENST00000380737,65346,-1
ENST00000380737,66791,-1
ENST00000380737,67398,-1
ENST00000380737,67621,-1
ENST00000380737,67832,-1
ENST00000380737,68354,-1
ENST00000380737,72258,-1
ENST00000380737,75670,-1
ENST00000380737,77439,-1
ENST00000380737,77758,-1
ENST00000380737,78461,-1
ENST00000380737,79629,-1
ENST00000380737,80490,-1
ENST00000380752,10833,-1
ENST00000380752,11036,-1
ENST00000380752,14319,-1
ENST00000380752,14426,-1
ENST00000380752,14597,-1
ENST00000380752,1636,-1
ENST00000380752,18370,-1
ENST00000380752,19401,-1
ENST00000380752,20040,-1
ENST00000380752,26439,-1
ENST00000380752,28809,-1
ENST00000380752,29640,-1
ENST00000380752,32542,-1
ENST00000380752,33761,-1
ENST00000380752,34639,-1
ENST00000380752,34665,-1
ENST00000380752,38389,-1
ENST00000380752,39357,-1
ENST00000380752,42003,-1
ENST00000380752,43181,-1
ENST00000380752,45829,-1
ENST00000380752,46903,-1
ENST00000380752,48934,-1
ENST00000380752,51312,-1
ENST00000380752,51466,-1
ENST00000380752,53611,-1
ENST00000380752,56408,-1
ENST00000380752,57541,-1
ENST00000380752,58428,-1
ENST00000380752,58899,-1
ENST00000380752,59559,-1
ENST00000380752,65124,-1
ENST00000380752,67705,-1
ENST00000380752,67763,-1
ENST00000380752,68158,-1
ENST00000380752,70379,-1
ENST00000380752,71540,-1
ENST00000380752,74433,-1
ENST00000380752,75747,-1
ENST00000380752,82300,-1
ENST00000380752,84787,-1
ENST00000380752,85266,-1
ENST00000380752,8630,-1
ENST00000380752,979,-1
ENST00000380771,10373,-1
ENST00000380771,13596,-1
ENST00000380771,1622,-1
ENST00000380771,16258,-1
ENST00000380771,17031,-1
ENST00000380771,17120,-1
ENST00000380771,18863,-1
ENST00000380771,4669,-1
ENST00000380771,5296,-1
ENST00000380771,5375,-1
ENST00000380771,6312,-1
ENST00000380771,6934,-1
ENST00000380771,7423,-1
ENST00000380771,7466,-1
ENST00000380834,12406,-1
ENST00000380834,13378,-1
ENST00000380834,17648,-1
ENST00000380834,17772,-1
ENST00000380834,19903,-1
ENST00000380834,19926,-1
ENST00000380834,21606,-1
ENST00000380834,25051,-1
ENST00000380834,25168,-1
ENST00000380834,25918,-1
ENST00000380834,27606,-1
ENST00000380834,28849,-1
ENST00000380834,3493,-1
ENST00000380834,472,-1
ENST00000381125,13376,-1
ENST00000381125,19132,-1
ENST00000381125,23784,-1
ENST00000381125,29270,-1
ENST00000381125,31619,-1
ENST00000381125,32169,-1
ENST00000381125,35419,-1
ENST00000381125,36548,-1
ENST00000381125,38942,-1
ENST00000381125,4027,-1
ENST00000381125,42364,-1
ENST00000381125,4283,-1
ENST00000381125,44598,-1
ENST00000381125,55503,-1
ENST00000381125,56934,-1
ENST00000381125,5839,-1
ENST00000381125,60089,-1
ENST00000381125,65841,-1
ENST00000381125,66953,-1
ENST00000381125,68569,-1
ENST00000381150,10581,-1
ENST00000381150,11212,-1
ENST00000381150,21733,-1
ENST00000381150,22611,-1
ENST00000381150,3189,-1
ENST00000381150,4091,-1
ENST00000381150,4471,-1
ENST00000381150,5307,-1
ENST00000381150,5857,-1
ENST00000381150,9548,-1
ENST00000381150,9935,-1
ENST00000381176,16147,-1
ENST00000381176,17022,-1
ENST00000381176,20767,-1
ENST00000381176,22527,-1
ENST00000381176,22534,-1
ENST00000381176,25690,-1
ENST00000381176,25820,-1
ENST00000381176,26839,-1
ENST00000381176,28669,-1
ENST00000381176,28980,-1
ENST00000381176,30059,-1
ENST00000381176,3045,-1
ENST00000381176,30765,-1
ENST00000381176,31399,-1
ENST00000381176,35545,-1
ENST00000381176,3712,-1
ENST00000381176,3737,-1
ENST00000381176,4123,-1
ENST00000381176,42821,-1
ENST00000381176,43820,-1
ENST00000381176,48288,-1
ENST00000381176,50725,-1
ENST00000381176,51594,-1
ENST00000381176,52276,-1
ENST00000381176,54034,-1
ENST00000381176,54411,-1
ENST00000381176,55721,-1
ENST00000381176,61278,-1
ENST00000381176,61591,-1
ENST00000381176,64598,-1
ENST00000381176,67289,-1
ENST00000381176,67554,-1
ENST00000381176,69020,-1
ENST00000381176,7373,-1
ENST00000381176,8142,-1
ENST00000381223,1128,-1
ENST00000381223,11927,-1
ENST00000381223,3100,-1
ENST00000381223,5513,-1
ENST00000381223,5707,-1
ENST00000381223,6670,-1
ENST00000381223,7444,-1
ENST00000381223,8482,-1
ENST00000381249,335,-1
ENST00000381249,3480,-1
ENST00000381249,5103,-1
ENST00000381249,5772,-1
ENST00000381298,12223,-1
ENST00000381298,12470,-1
ENST00000381298,12926,-1
ENST00000381298,15393,-1
ENST00000381298,18731,-1
ENST00000381298,2385,-1
ENST00000381298,2756,-1
ENST00000381298,30553,-1
ENST00000381298,39422,-1
ENST00000381298,4715,-1
ENST00000381298,49036,-1
ENST00000381298,49140,-1
ENST00000381298,50152,-1
ENST00000381298,50420,-1
ENST00000381298,52516,-1
ENST00000381298,53696,-1
ENST00000381298,55060,-1
ENST00000381298,7522,-1
ENST00000381298,8304,-1
ENST00000381298,8409,-1
ENST00000381334,11965,-1
ENST00000381334,12539,-1
ENST00000381334,13568,-1
ENST00000381334,22632,-1
ENST00000381334,2300,-1
ENST00000381334,30091,-1
ENST00000381334,8388,-1
ENST00000381334,9154,-1
ENST00000381334,9553,-1
ENST00000381337,2476,-1
ENST00000381337,3096,-1
ENST00000381337,4173,-1
ENST00000381337,7422,-1
ENST00000381346,12553,-1
ENST00000381346,12840,-1
ENST00000381346,13737,-1
ENST00000381346,18509,-1
ENST00000381346,2340,-1
ENST00000381346,6832,-1
ENST00000381346,8779,-1
ENST00000381346,9381,-1
ENST00000381346,945,-1
ENST00000381401,2130,-1
ENST00000381401,2748,-1
ENST00000381401,3975,-1
ENST00000381401,5744,-1
ENST00000381418,12036,-1
ENST00000381418,16480,-1
ENST00000381418,2035,-1
ENST00000381418,6400,-1
ENST00000381418,6987,-1
ENST00000381418,9058,-1
ENST00000381440,1549,-1
ENST00000381440,5693,-1
ENST00000381440,5922,-1
ENST00000381440,6799,-1
ENST00000381501,102231,-1
ENST00000381501,105580,-1
ENST00000381501,110001,-1
ENST00000381501,111105,-1
ENST00000381501,116425,-1
ENST00000381501,117919,-1
ENST00000381501,118910,-1
ENST00000381501,119536,-1
ENST00000381501,129467,-1
ENST00000381501,129678,-1
ENST00000381501,131813,-1
ENST00000381501,133778,-1
ENST00000381501,15813,-1
ENST00000381501,20445,-1
ENST00000381501,2054,-1
ENST00000381501,22127,-1
ENST00000381501,29219,-1
ENST00000381501,3293,-1
ENST00000381501,3377,-1
ENST00000381501,34657,-1
ENST00000381501,36800,-1
ENST00000381501,37788,-1
ENST00000381501,4006,-1
ENST00000381501,42880,-1
ENST00000381501,46709,-1
ENST00000381501,46791,-1
ENST00000381501,49783,-1
ENST00000381501,50516,-1
ENST00000381501,51649,-1
ENST00000381501,51779,-1
ENST00000381501,53532,-1
ENST00000381501,53744,-1
ENST00000381501,57351,-1
ENST00000381501,59450,-1
ENST00000381501,62910,-1
ENST00000381501,63487,-1
ENST00000381501,65605,-1
ENST00000381501,66318,-1
ENST00000381501,66429,-1
ENST00000381501,67227,-1
ENST00000381501,69117,-1
ENST00000381501,74197,-1
ENST00000381501,78042,-1
ENST00000381501,78613,-1
ENST00000381501,79268,-1
ENST00000381501,80830,-1
ENST00000381501,80855,-1
ENST00000381501,81342,-1
ENST00000381501,84686,-1
ENST00000381501,848,-1
ENST00000381501,91809,-1
ENST00000381501,95675,-1
ENST00000381501,96737,-1
ENST00000381501,96856,-1
ENST00000381501,98562,-1
ENST00000381647,12187,-1
ENST00000381647,13856,-1
ENST00000381647,3649,-1
ENST00000381647,7445,-1
ENST00000381647,8457,-1
ENST00000381647,9935,-1
ENST00000381869,100408,-1
ENST00000381869,100430,-1
ENST00000381869,103356,-1
ENST00000381869,10401,-1
ENST00000381869,107918,-1
ENST00000381869,108717,-1
ENST00000381869,114402,-1
ENST00000381869,120190,-1
ENST00000381869,125497,-1
ENST00000381869,127059,-1
ENST00000381869,12718,-1
ENST00000381869,127636,-1
ENST00000381869,129709,-1
ENST00000381869,1303,-1
ENST00000381869,131714,-1
ENST00000381869,134658,-1
ENST00000381869,137226,-1
ENST00000381869,138097,-1
ENST00000381869,13817,-1
ENST00000381869,143978,-1
ENST00000381869,148395,-1
ENST00000381869,149020,-1
ENST00000381869,152484,-1
ENST00000381869,155847,-1
ENST00000381869,2162,-1
ENST00000381869,22641,-1
ENST00000381869,25761,-1
ENST00000381869,26272,-1
ENST00000381869,28348,-1
ENST00000381869,29733,-1
ENST00000381869,30419,-1
ENST00000381869,32211,-1
ENST00000381869,324,-1
ENST00000381869,32504,-1
ENST00000381869,32544,-1
ENST00000381869,33570,-1
ENST00000381869,36063,-1
ENST00000381869,41456,-1
ENST00000381869,44097,-1
ENST00000381869,49179,-1
ENST00000381869,49813,-1
ENST00000381869,52729,-1
ENST00000381869,53534,-1
ENST00000381869,54380,-1
ENST00000381869,54624,-1
ENST00000381869,56661,-1
ENST00000381869,60399,-1
ENST00000381869,63215,-1
ENST00000381869,64507,-1
ENST00000381869,68247,-1
ENST00000381869,71622,-1
ENST00000381869,72315,-1
ENST00000381869,81354,-1
ENST00000381869,82580,-1
ENST00000381869,83181,-1
ENST00000381869,83920,-1
ENST00000381869,84336,-1
ENST00000381869,88173,-1
ENST00000381869,94485,-1
ENST00000381869,96992,-1
ENST00000381869,97475,-1
ENST00000381869,99652,-1
ENST00000381941,12180,-1
ENST00000381962,4464,-1
ENST00000382031,14001,-1
ENST00000382031,14345,-1
ENST00000382031,17150,-1
ENST00000382031,18612,-1
ENST00000382031,20024,-1
ENST00000382031,20152,-1
ENST00000382031,3005,-1
ENST00000382031,3669,-1
ENST00000382031,5951,-1
ENST00000382031,6258,-1
ENST00000382031,8104,-1
ENST00000382031,8840,-1
ENST00000382031,9064,-1
ENST00000382031,9231,-1
ENST00000382031,950,-1
ENST00000382031,9917,-1
ENST00000382038,10333,-1
ENST00000382038,10775,-1
ENST00000382038,3128,-1
ENST00000382038,3660,-1
ENST00000382038,392,-1
ENST00000382038,9968,-1
ENST00000382108,102038,-1
ENST00000382108,109459,-1
ENST00000382108,109765,-1
ENST00000382108,111859,-1
ENST00000382108,111977,-1
ENST00000382108,125620,-1
ENST00000382108,125951,-1
ENST00000382108,130521,-1
ENST00000382108,132382,-1
ENST00000382108,133688,-1
ENST00000382108,133891,-1
ENST00000382108,143213,-1
ENST00000382108,144541,-1
ENST00000382108,20284,-1
ENST00000382108,24983,-1
ENST00000382108,25449,-1
ENST00000382108,30027,-1
ENST00000382108,30596,-1
ENST00000382108,35567,-1
ENST00000382108,43732,-1
ENST00000382108,45257,-1
ENST00000382108,45569,-1
ENST00000382108,53372,-1
ENST00000382108,55343,-1
ENST00000382108,55622,-1
ENST00000382108,56964,-1
ENST00000382108,60316,-1
ENST00000382108,66092,-1
ENST00000382108,70181,-1
ENST00000382108,74604,-1
ENST00000382108,78102,-1
ENST00000382108,7930,-1
ENST00000382108,83052,-1
ENST00000382108,86956,-1
ENST00000382108,87644,-1
ENST00000382108,89404,-1
ENST00000382108,8952,-1
ENST00000382108,91745,-1
ENST00000382108,91844,-1
